word,words_total_appear_in_both_group,words_total_appear_in_group_real,percet_strong_word_in_group_real,words_total_appear_in_group_fake,percet_strong_word_in_group_fake
internaco,6,6,100,0,0
intubada,6,6,100,0,0
irrelevant,8,6,75,2,25
itaituba,6,6,100,0,0
jacinda,6,6,100,0,0
jarba,6,6,100,0,0
jejum,8,6,75,2,25
josiel,6,6,100,0,0
kyunghoon,6,6,100,0,0
lacal,6,6,100,0,0
lanchonet,7,6,85.71428571428571,1,14.285714285714285
livraria,6,6,100,0,0
localizada,6,6,100,0,0
luxemburgo,6,6,100,0,0
maduro,7,6,85.71428571428571,1,14.285714285714285
majoritario,8,6,75,2,25
marajo,8,6,75,2,25
marcelinho,6,6,100,0,0
marchezan,8,6,75,2,25
massachusett,8,6,75,2,25
maua,6,6,100,0,0
maximo,8,6,75,1,12.5
mdr,6,6,100,0,0
mehri,6,6,100,0,0
melania,7,6,85.71428571428571,1,14.285714285714285
metha,7,6,85.71428571428571,0,0
microbiologia,8,6,75,2,25
microbiologista,8,6,75,2,25
modificacao,7,6,85.71428571428571,1,14.285714285714285
mondar,6,6,100,0,0
morumbi,8,6,75,2,25
mosaico,8,6,75,2,25
mpmg,6,6,100,0,0
multidisciplinar,6,6,100,0,0
multivacinacao,6,6,100,0,0
mumbai,6,6,100,0,0
necroterio,8,6,75,2,25
neozeland,6,6,100,0,0
nominalment,8,6,75,2,25
notorio,7,6,85.71428571428571,1,14.285714285714285
obstetra,6,6,100,0,0
obstruir,8,6,75,1,12.5
oncologico,7,6,85.71428571428571,1,14.285714285714285
oponent,7,6,85.71428571428571,1,14.285714285714285
orcamentario,7,6,85.71428571428571,1,14.285714285714285
oregon,7,6,85.71428571428571,1,14.285714285714285
osasco,8,6,75,1,12.5
pandemico,8,6,75,2,25
parecem,8,6,75,0,0
pedetista,6,6,100,0,0
penna,6,6,100,0,0
perawongmetha,6,6,100,0,0
permanentement,7,6,85.71428571428571,1,14.285714285714285
peruano,8,6,75,2,25
planilha,6,6,100,0,0
poluicao,8,6,75,2,25
populacaoalvo,6,6,100,0,0
portanto,8,6,75,1,12.5
prenat,6,6,100,0,0
preolimpico,6,6,100,0,0
primaverar,8,6,75,2,25
processador,8,6,75,2,25
produtividad,8,6,75,2,25
proporcionalidad,6,6,100,0,0
protagonismo,7,6,85.71428571428571,1,14.285714285714285
protetiva,7,6,85.71428571428571,1,14.285714285714285
psicoterapia,6,6,100,0,0
psiquiatria,6,6,100,0,0
psiquiatrico,7,6,85.71428571428571,1,14.285714285714285
pstu,8,6,75,2,25
questionado,7,6,85.71428571428571,1,14.285714285714285
refeitorio,6,6,100,0,0
registrara,7,6,85.71428571428571,0,0
registraram,6,6,100,0,0
remanejamento,8,6,75,2,25
remarcar,6,6,100,0,0
renovavel,6,6,100,0,0
repatriacao,6,6,100,0,0
replicacao,8,6,75,2,25
requerido,7,6,85.71428571428571,1,14.285714285714285
resilient,6,6,100,0,0
resolvido,7,6,85.71428571428571,1,14.285714285714285
restabelecimento,7,6,85.71428571428571,1,14.285714285714285
rivalidad,7,6,85.71428571428571,1,14.285714285714285
rocinha,8,6,75,2,25
sachsida,6,6,100,0,0
saintgermain,6,6,100,0,0
saturar,7,6,85.71428571428571,1,14.285714285714285
sebastian,8,6,75,1,12.5
sedativo,8,6,75,2,25
segurament,6,6,100,0,0
seminario,8,6,75,2,25
seul,8,6,75,2,25
showmicio,6,6,100,0,0
simplificar,8,6,75,2,25
sindicancia,6,6,100,0,0
siop,8,6,75,1,12.5
sofisticar,7,6,85.71428571428571,1,14.285714285714285
somatorio,6,6,100,0,0
sorologia,7,6,85.71428571428571,1,14.285714285714285
subiu,6,6,100,0,0
subprocuradorager,6,6,100,0,0
subsaariana,7,6,85.71428571428571,1,14.285714285714285
sucessorio,6,6,100,0,0
sudoestar,8,6,75,2,25
sulamericano,6,6,100,0,0
superacao,6,6,100,0,0
surgiu,7,6,85.71428571428571,0,0
susana,6,6,100,0,0
taubat,8,6,75,2,25
tentan,7,6,85.71428571428571,1,14.285714285714285
tentando,6,6,100,0,0
teresopoli,7,6,85.71428571428571,1,14.285714285714285
transgressao,7,6,85.71428571428571,1,14.285714285714285
travessia,6,6,100,0,0
tyron,6,6,100,0,0
ubss,6,6,100,0,0
umbria,6,6,100,0,0
unificacao,7,6,85.71428571428571,1,14.285714285714285
varejista,8,6,75,2,25
vestiario,7,6,85.71428571428571,1,14.285714285714285
viagen,6,6,100,0,0
videochamada,6,6,100,0,0
vilao,7,6,85.71428571428571,1,14.285714285714285
vinholi,6,6,100,0,0
viracopo,6,6,100,0,0
virou,6,6,100,0,0
vitao,6,6,100,0,0
volkswagen,8,6,75,2,25
zelar,8,6,75,1,12.5
abatido,10,7,70,3,30
abrupto,7,7,100,0,0
acuar,10,7,70,1,10
adenoviru,8,7,87.5,1,12.5
adolescencia,7,7,100,0,0
adotarem,8,7,87.5,1,12.5
ajuizar,8,7,87.5,1,12.5
album,7,7,100,0,0
ancorar,7,7,100,0,0
anotar,8,7,87.5,1,12.5
antagonista,7,7,100,0,0
anuir,8,7,87.5,1,12.5
apelo,9,7,77.77777777777779,1,11.11111111111111
apontado,7,7,100,0,0
apostolico,9,7,77.77777777777779,2,22.22222222222222
aprimorar,8,7,87.5,1,12.5
aprofundamento,7,7,100,0,0
arquitetura,8,7,87.5,1,12.5
arritmia,8,7,87.5,1,12.5
astronauta,10,7,70,3,30
aurora,10,7,70,3,30
autarquia,9,7,77.77777777777779,2,22.22222222222222
autonoma,10,7,70,3,30
aventurar,8,7,87.5,1,12.5
backer,10,7,70,3,30
barulhar,10,7,70,3,30
beatriz,8,7,87.5,1,12.5
bloomberg,7,7,100,0,0
bocelli,10,7,70,3,30
bpd,7,7,100,0,0
bronquit,9,7,77.77777777777779,2,22.22222222222222
bunker,10,7,70,3,30
cachoeirar,9,7,77.77777777777779,2,22.22222222222222
caderneta,9,7,77.77777777777779,2,22.22222222222222
carneiro,9,7,77.77777777777779,2,22.22222222222222
castello,8,7,87.5,1,12.5
castelo,10,7,70,3,30
catarina,7,7,100,0,0
cauteloso,8,7,87.5,1,12.5
chamamento,7,7,100,0,0
christiann,7,7,100,0,0
cibercrim,7,7,100,0,0
cingapura,9,7,77.77777777777779,2,22.22222222222222
cne,7,7,100,0,0
coceira,8,7,87.5,1,12.5
coiab,7,7,100,0,0
comissionar,10,7,70,3,30
conciliacao,8,7,87.5,1,12.5
condutor,10,7,70,3,30
contestacao,8,7,87.5,1,12.5
contingent,10,7,70,3,30
convivio,8,7,87.5,1,12.5
corcovar,7,7,100,0,0
cracolandia,10,7,70,3,30
crosta,8,7,87.5,1,12.5
culminar,9,7,77.77777777777779,2,22.22222222222222
danilo,7,7,100,0,0
debrucar,8,7,87.5,1,12.5
delimitar,9,7,77.77777777777779,2,22.22222222222222
demsp,7,7,100,0,0
desafogar,7,7,100,0,0
destinada,7,7,100,0,0
destravar,8,7,87.5,1,12.5
determinant,7,7,100,0,0
disparidad,7,7,100,0,0
disseram,8,7,87.5,1,12.5
economistachef,7,7,100,0,0
elegibilidad,8,7,87.5,0,0
embolia,8,7,87.5,1,12.5
enfraquecimento,8,7,87.5,1,12.5
englobar,9,7,77.77777777777779,2,22.22222222222222
entusiasmar,8,7,87.5,1,12.5
envelhecimento,7,7,100,0,0
envolvendo,8,7,87.5,0,0
esbarrar,7,7,100,0,0
escalonamento,7,7,100,0,0
escopo,8,7,87.5,1,12.5
estagiario,10,7,70,3,30
estendida,7,7,100,0,0
evacuar,8,7,87.5,1,12.5
extradicao,7,7,100,0,0
fauna,10,7,70,3,30
felipp,7,7,100,0,0
frankfurt,8,7,87.5,1,12.5
freio,7,7,100,0,0
frustracao,7,7,100,0,0
gerenciamento,10,7,70,3,30
globalment,9,7,77.77777777777779,2,22.22222222222222
gonzalez,8,7,87.5,1,12.5
guterr,7,7,100,0,0
hernand,9,7,77.77777777777779,1,11.11111111111111
hernandez,8,7,87.5,1,12.5
imunoterapia,7,7,100,0,0
inchaco,8,7,87.5,1,12.5
indireto,10,7,70,3,30
individuai,7,7,100,0,0
inelegibilidad,7,7,100,0,0
interdicao,8,7,87.5,1,12.5
intimacao,8,7,87.5,1,12.5
ipea,10,7,70,2,20
ipiranga,9,7,77.77777777777779,2,22.22222222222222
irrestritament,7,7,100,0,0
joesley,8,7,87.5,1,12.5
jungmann,7,7,100,0,0
kormann,7,7,100,0,0
lacuna,7,7,100,0,0
liverpool,9,7,77.77777777777779,2,22.22222222222222
london,10,7,70,3,30
marinheiro,7,7,100,0,0
mineracao,8,7,87.5,1,12.5
mott,9,7,77.77777777777779,1,11.11111111111111
motta,8,7,87.5,1,12.5
multishow,8,7,87.5,1,12.5
mutaco,7,7,100,0,0
navegador,7,7,100,0,0
negligenciar,8,7,87.5,1,12.5
neurocientista,9,7,77.77777777777779,2,22.22222222222222
neurologista,9,7,77.77777777777779,2,22.22222222222222
nobrega,7,7,100,0,0
obrador,9,7,77.77777777777779,2,22.22222222222222
orban,7,7,100,0,0
padronizar,7,7,100,0,0
panorama,9,7,77.77777777777779,1,11.11111111111111
paralelament,8,7,87.5,1,12.5
parisien,10,7,70,1,10
parisiens,8,7,87.5,1,12.5
passei,9,7,77.77777777777779,1,11.11111111111111
passeio,8,7,87.5,1,12.5
perez,7,7,100,0,0
planejando,9,7,77.77777777777779,2,22.22222222222222
plato,7,7,100,0,0
podemosc,7,7,100,0,0
poderiam,7,7,100,0,0
pppi,7,7,100,0,0
precipitar,8,7,87.5,1,12.5
preexistent,8,7,87.5,1,12.5
progressivo,10,7,70,3,30
projetado,10,7,70,3,30
pronamp,7,7,100,0,0
psolsp,7,7,100,0,0
ptse,7,7,100,0,0
quimioterapia,8,7,87.5,1,12.5
quitar,8,7,87.5,1,12.5
reagent,8,7,87.5,1,12.5
refrigeracao,9,7,77.77777777777779,2,22.22222222222222
regulamento,7,7,100,0,0
regularizar,7,7,100,0,0
regulatorio,10,7,70,3,30
representativo,9,7,77.77777777777779,2,22.22222222222222
resultant,8,7,87.5,1,12.5
royal,10,7,70,1,10
sabedoria,10,7,70,3,30
salbutamol,7,7,100,0,0
salomao,8,7,87.5,1,12.5
selfi,10,7,70,3,30
sensibilidad,10,7,70,2,20
seriedad,10,7,70,3,30
situaco,7,7,100,0,0
slime,7,7,100,0,0
sobrepesar,7,7,100,0,0
solidao,7,7,100,0,0
solido,9,7,77.77777777777779,2,22.22222222222222
solitario,8,7,87.5,1,12.5
speranza,8,7,87.5,1,12.5
stella,10,7,70,3,30
stephani,9,7,77.77777777777779,2,22.22222222222222
store,10,7,70,2,20
subprocuradorger,7,7,100,0,0
sultan,10,7,70,1,10
supremacista,9,7,77.77777777777779,2,22.22222222222222
tabaco,9,7,77.77777777777779,2,22.22222222222222
tabagismo,7,7,100,0,0
teera,7,7,100,0,0
telefonema,10,7,70,3,30
teletrabalho,7,7,100,0,0
terceirizado,10,7,70,3,30
testou,7,7,100,0,0
toalha,9,7,77.77777777777779,2,22.22222222222222
totalidad,8,7,87.5,1,12.5
tributo,8,7,87.5,0,0
unesco,7,7,100,0,0
unesp,8,7,87.5,1,12.5
vaccin,10,7,70,3,30
varanda,8,7,87.5,1,12.5
velhic,8,7,87.5,1,12.5
vianna,8,7,87.5,1,12.5
virgil,9,7,77.77777777777779,1,11.11111111111111
virgilio,8,7,87.5,1,12.5
vovo,7,7,100,0,0
walderi,7,7,100,0,0
abdomin,10,8,80,2,20
abrangent,10,8,80,2,20
abstencao,11,8,72.72727272727273,3,27.27272727272727
acarretar,11,8,72.72727272727273,3,27.27272727272727
acrescimo,10,8,80,2,20
aerea,11,8,72.72727272727273,1,9.090909090909092
agrario,11,8,72.72727272727273,3,27.27272727272727
anapoli,10,8,80,1,10
aprendizagem,9,8,88.88888888888889,1,11.11111111111111
armani,8,8,100,0,0
arsen,9,8,88.88888888888889,1,11.11111111111111
astronomo,8,8,100,0,0
atualizara,10,8,80,1,10
atualizaram,9,8,88.88888888888889,1,11.11111111111111
austriaco,11,8,72.72727272727273,3,27.27272727272727
bangladesh,9,8,88.88888888888889,1,11.11111111111111
bannon,8,8,100,0,0
bittar,8,8,100,0,0
brasileirao,8,8,100,0,0
burocratico,9,8,88.88888888888889,1,11.11111111111111
cabeleireiro,10,8,80,2,20
carissa,8,8,100,0,0
celeridad,8,8,100,0,0
chelsea,8,8,100,0,0
coaraci,8,8,100,0,0
colegiada,9,8,88.88888888888889,1,11.11111111111111
consideravelment,11,8,72.72727272727273,3,27.27272727272727
consultivo,10,8,80,2,20
contabilidad,9,8,88.88888888888889,1,11.11111111111111
culposo,10,8,80,2,20
danta,10,8,80,1,10
defasado,9,8,88.88888888888889,1,11.11111111111111
demografico,9,8,88.88888888888889,1,11.11111111111111
desafiador,10,8,80,2,20
desenvolvida,8,8,100,0,0
desinfectar,9,8,88.88888888888889,1,11.11111111111111
dialogar,11,8,72.72727272727273,3,27.27272727272727
dificilment,11,8,72.72727272727273,3,27.27272727272727
diniz,11,8,72.72727272727273,3,27.27272727272727
diretriz,9,8,88.88888888888889,1,11.11111111111111
disponibilizacao,8,8,100,0,0
enchimento,10,8,80,1,10
entrada,8,8,100,0,0
envasar,9,8,88.88888888888889,1,11.11111111111111
equitativo,8,8,100,0,0
estadosmembro,8,8,100,0,0
fantasma,11,8,72.72727272727273,3,27.27272727272727
fatalidad,10,8,80,2,20
fiesp,9,8,88.88888888888889,1,11.11111111111111
fitoterapico,8,8,100,0,0
fossil,10,8,80,1,10
fruto,10,8,80,2,20
fumant,10,8,80,2,20
fundiario,9,8,88.88888888888889,1,11.11111111111111
ganhou,10,8,80,1,10
garimpar,10,8,80,2,20
georgia,11,8,72.72727272727273,1,9.090909090909092
ginecologista,10,8,80,2,20
habitacao,9,8,88.88888888888889,1,11.11111111111111
haj,10,8,80,1,10
hajjar,8,8,100,0,0
havera,8,8,100,0,0
idealizado,11,8,72.72727272727273,1,9.090909090909092
idealizador,9,8,88.88888888888889,1,11.11111111111111
identificada,8,8,100,0,0
illinoi,9,8,88.88888888888889,1,11.11111111111111
imagen,10,8,80,1,10
improvisar,9,8,88.88888888888889,1,11.11111111111111
incerto,10,8,80,2,20
incra,10,8,80,1,10
indefinido,8,8,100,0,0
inelegivel,11,8,72.72727272727273,3,27.27272727272727
infectada,8,8,100,0,0
informaram,8,8,100,0,0
instituico,9,8,88.88888888888889,1,11.11111111111111
intermedio,9,8,88.88888888888889,1,11.11111111111111
internacionai,10,8,80,1,10
inviavel,9,8,88.88888888888889,1,11.11111111111111
irritacao,11,8,72.72727272727273,3,27.27272727272727
kluge,8,8,100,0,0
kwh,9,8,88.88888888888889,1,11.11111111111111
landim,10,8,80,2,20
levou,8,8,100,0,0
listo,11,8,72.72727272727273,2,18.181818181818183
listou,10,8,80,2,20
locomocao,9,8,88.88888888888889,1,11.11111111111111
loterica,11,8,72.72727272727273,3,27.27272727272727
madrugada,8,8,100,0,0
malestar,10,8,80,2,20
maquiagem,10,8,80,2,20
matriz,9,8,88.88888888888889,1,11.11111111111111
mdbto,8,8,100,0,0
metabolismo,8,8,100,0,0
meteorito,8,8,100,0,0
mostram,8,8,100,0,0
muller,10,8,80,2,20
muniqu,11,8,72.72727272727273,3,27.27272727272727
musculo,10,8,80,2,20
parcelamento,8,8,100,0,0
persecucao,9,8,88.88888888888889,0,0
pldf,8,8,100,0,0
polvo,10,8,80,1,10
polvora,9,8,88.88888888888889,1,11.11111111111111
posgraduacao,11,8,72.72727272727273,3,27.27272727272727
preenchimento,9,8,88.88888888888889,1,11.11111111111111
prevalec,10,8,80,2,20
prevista,9,8,88.88888888888889,1,11.11111111111111
priorizado,9,8,88.88888888888889,1,11.11111111111111
profundidad,11,8,72.72727272727273,3,27.27272727272727
prontuario,10,8,80,2,20
proporcionalment,11,8,72.72727272727273,2,18.181818181818183
provocada,8,8,100,0,0
quarto,8,8,100,0,0
quiosqu,9,8,88.88888888888889,1,11.11111111111111
reativar,10,8,80,2,20
refletem,8,8,100,0,0
refrigerar,8,8,100,0,0
reorganizar,8,8,100,0,0
reservatorio,10,8,80,2,20
revogacao,11,8,72.72727272727273,3,27.27272727272727
rodolfo,11,8,72.72727272727273,3,27.27272727272727
sabatinar,10,8,80,2,20
sacramentar,10,8,80,2,20
saida,10,8,80,1,10
sanofi,8,8,100,0,0
seletividad,9,8,88.88888888888889,1,11.11111111111111
sesai,8,8,100,0,0
sinai,8,8,100,0,0
sincero,11,8,72.72727272727273,3,27.27272727272727
startup,8,8,100,0,0
subestacao,9,8,88.88888888888889,1,11.11111111111111
sulafricana,9,8,88.88888888888889,1,11.11111111111111
sulamericana,10,8,80,2,20
superavit,8,8,100,0,0
suprir,11,8,72.72727272727273,3,27.27272727272727
suspendeu,8,8,100,0,0
terao,8,8,100,0,0
textobas,11,8,72.72727272727273,3,27.27272727272727
tomografia,9,8,88.88888888888889,1,11.11111111111111
tomou,9,8,88.88888888888889,1,11.11111111111111
transformacao,8,8,100,0,0
trf4,10,8,80,2,20
veze,11,8,72.72727272727273,1,9.090909090909092
vitimar,11,8,72.72727272727273,3,27.27272727272727
wallac,10,8,80,2,20
acentuar,10,9,90,1,10
advogadoger,9,9,100,0,0
afirmaram,9,9,100,0,0
afrouxar,9,9,100,0,0
alesp,11,9,81.81818181818183,2,18.181818181818183
andressa,9,9,100,0,0
angelo,12,9,75,3,25
arbitro,9,9,100,0,0
argumentacao,10,9,90,1,10
arredor,12,9,75,3,25
atingiu,9,9,100,0,0
atracar,10,9,90,1,10
bachelet,12,9,75,3,25
bashir,9,9,100,0,0
basilica,9,9,100,0,0
bastant,9,9,100,0,0
bharat,10,9,90,1,10
biomedico,12,9,75,3,25
bitcoin,11,9,81.81818181818183,2,18.181818181818183
borax,10,9,90,1,10
boxar,11,9,81.81818181818183,2,18.181818181818183
camada,12,9,75,3,25
capacitacao,10,9,90,1,10
castbox,9,9,100,0,0
cbda,11,9,81.81818181818183,2,18.181818181818183
concretizar,10,9,90,1,10
considerada,9,9,100,0,0
consulado,11,9,81.81818181818183,2,18.181818181818183
contingenciamento,9,9,100,0,0
corticoid,10,9,90,1,10
cufa,9,9,100,0,0
cutaneo,9,9,100,0,0
deezer,9,9,100,0,0
demenci,12,9,75,2,16.666666666666664
demencia,11,9,81.81818181818183,2,18.181818181818183
desacelerar,9,9,100,0,0
desfechar,9,9,100,0,0
devastacao,12,9,75,3,25
diluir,10,9,90,1,10
dispersao,9,9,100,0,0
disponivei,10,9,90,1,10
docent,12,9,75,1,8.333333333333332
domingu,12,9,75,2,16.666666666666664
dougla,11,9,81.81818181818183,2,18.181818181818183
driblar,10,9,90,1,10
embratur,9,9,100,0,0
endividamento,9,9,100,0,0
england,10,9,90,1,10
entornar,11,9,81.81818181818183,2,18.181818181818183
enviado,9,9,100,0,0
erick,12,9,75,1,8.333333333333332
escalonar,10,9,90,1,10
europeia,11,9,81.81818181818183,2,18.181818181818183
exportador,10,9,90,1,10
farmaceutica,9,9,100,0,0
foxconn,9,9,100,0,0
frederick,10,9,90,1,10
frouxar,12,9,75,3,25
g20,12,9,75,3,25
ghani,9,9,100,0,0
globoplay,10,9,90,1,10
hemisferio,10,9,90,1,10
imprescindivel,9,9,100,0,0
indeferir,9,9,100,0,0
interlocucao,9,9,100,0,0
internament,12,9,75,1,8.333333333333332
invasivo,11,9,81.81818181818183,2,18.181818181818183
laranjeira,10,9,90,1,10
licenciar,11,9,81.81818181818183,2,18.181818181818183
lindora,9,9,100,0,0
longevidad,9,9,100,0,0
marcu,12,9,75,3,25
melbourn,9,9,100,0,0
monitorando,10,9,90,1,10
montado,11,9,81.81818181818183,1,9.090909090909092
montador,10,9,90,1,10
morreram,9,9,100,0,0
morreu,11,9,81.81818181818183,1,9.090909090909092
musk,10,9,90,1,10
negou,10,9,90,1,10
nitido,11,9,81.81818181818183,2,18.181818181818183
outonar,10,9,90,1,10
pasternak,12,9,75,3,25
perdeu,11,9,81.81818181818183,1,9.090909090909092
pilula,11,9,81.81818181818183,2,18.181818181818183
planejar,12,9,75,3,25
pollard,9,9,100,0,0
pompeo,10,9,90,1,10
ppto,10,9,90,0,0
recompor,9,9,100,0,0
recriar,10,9,90,1,10
redentor,10,9,90,1,10
registrada,9,9,100,0,0
reinicio,11,9,81.81818181818183,2,18.181818181818183
reorganizacao,9,9,100,0,0
repensar,11,9,81.81818181818183,2,18.181818181818183
reprovacao,10,9,90,1,10
ressurgimento,10,9,90,1,10
retorno,10,9,90,0,0
salient,10,9,90,0,0
salientar,9,9,100,0,0
secrecao,9,9,100,0,0
segmentar,11,9,81.81818181818183,2,18.181818181818183
seletivo,12,9,75,3,25
serem,9,9,100,0,0
signatario,9,9,100,0,0
sinalizacao,10,9,90,1,10
sombrio,11,9,81.81818181818183,2,18.181818181818183
subsecretario,12,9,75,1,8.333333333333332
tercio,9,9,100,0,0
terraco,9,9,100,0,0
testagen,9,9,100,0,0
trazido,12,9,75,3,25
variavel,9,9,100,0,0
variedad,11,9,81.81818181818183,2,18.181818181818183
vecina,9,9,100,0,0
viabilidad,10,9,90,1,10
viado,11,9,81.81818181818183,1,9.090909090909092
wang,12,9,75,3,25
zymler,9,9,100,0,0
abusivo,14,10,71.42857142857143,4,28.57142857142857
adicionalment,14,10,71.42857142857143,3,21.428571428571427
aglomeraco,13,10,76.92307692307693,1,7.6923076923076925
albuquerqu,11,10,90.90909091,1,9.090909090909092
amoedo,14,10,71.42857142857143,1,7.142857142857142
animai,11,10,90.90909091,1,9.090909090909092
antecessor,13,10,76.92307692307693,3,23.076923076923077
anticorrupcao,11,10,90.90909091,1,9.090909090909092
anticrim,13,10,76.92307692307693,3,23.076923076923077
antiviru,10,10,100,0,0
aportar,12,10,83.33333333333334,2,16.666666666666664
asilo,13,10,76.92307692307693,1,7.6923076923076925
atmosfera,10,10,100,0,0
basquet,12,10,83.33333333333334,2,16.666666666666664
beneficent,12,10,83.33333333333334,2,16.666666666666664
biga,11,10,90.90909091,1,9.090909090909092
bigatto,10,10,100,0,0
bimestr,10,10,100,0,0
brecha,12,10,83.33333333333334,2,16.666666666666664
campina,10,10,100,0,0
camundongo,10,10,100,0,0
cansino,11,10,90.90909091,1,9.090909090909092
ceilandia,11,10,90.90909091,1,9.090909090909092
circuitar,11,10,90.90909091,1,9.090909090909092
comercializacao,11,10,90.90909091,1,9.090909090909092
constrangimento,11,10,90.90909091,1,9.090909090909092
contraditorio,11,10,90.90909091,1,9.090909090909092
cpmf,10,10,100,0,0
criativo,11,10,90.90909091,1,9.090909090909092
demrr,10,10,100,0,0
desastroso,12,10,83.33333333333334,2,16.666666666666664
desdobramento,12,10,83.33333333333334,2,16.666666666666664
desinfeccao,11,10,90.90909091,1,9.090909090909092
desportivo,11,10,90.90909091,1,9.090909090909092
dieta,11,10,90.90909091,1,9.090909090909092
drivein,10,10,100,0,0
emergent,12,10,83.33333333333334,2,16.666666666666664
endurecimento,10,10,100,0,0
ensino,10,10,100,0,0
escocio,13,10,76.92307692307693,3,23.076923076923077
esplanada,13,10,76.92307692307693,3,23.076923076923077
externar,13,10,76.92307692307693,3,23.076923076923077
extrapolar,11,10,90.90909091,1,9.090909090909092
fapesp,12,10,83.33333333333334,1,8.333333333333332
febraban,10,10,100,0,0
fisioterapeuta,11,10,90.90909091,1,9.090909090909092
fortalecimento,11,10,90.90909091,1,9.090909090909092
