word,words_total_appear_in_group_real,words_total_appear_in_group_fake,percet_strong_word_in_group_real,percet_strong_word_in_group_fake
lafer,1,0,0.000209227,0
lafort,1,0,0.000209227,0
lagarta,0,7,0,0.002153985
lagarto,1,1,0.000209227,0.000307712
lage,1,1,0.000209227,0.000307712
lageano,0,1,0,0.000307712
lager,0,1,0,0.000307712
lagervoc,0,1,0,0.000307712
lago,1,2,0.000209227,0.000615424
lagoa,8,1,0.001673819,0.000307712
lagoascom,0,1,0,0.000307712
lagom,2,0,0.000418455,0
lagosta,2,2,0.000418455,0.000615424
lagrima,4,17,0.000836909,0.005231107
laguardia,1,0,0.000209227,0
lai,1,1,0.000209227,0.000307712
laia,0,1,0,0.000307712
laico,3,2,0.000627682,0.000615424
laila,0,1,0,0.000307712
laisla,0,2,0,0.000615424
laje,2,0,0.000418455,0
lajear,2,0,0.000418455,0
laka,0,2,0,0.000615424
lake,2,1,0.000418455,0.000307712
laker,0,1,0,0.000307712
lalalalalaaaaa,1,0,0.000209227,0
lalar,0,2,0,0.000615424
lam,1,4,0.000209227,0.001230849
lama,38,38,0.007950639,0.011693063244086541
lamac,5,10,0.001046137,0.003077122
lamarca,1,0,0.000209227,0
lambelamb,1,0,0.000209227,0
lambendos,0,1,0,0.000307712
lamber,0,1,0,0.000307712
lambido,0,1,0,0.000307712
lamborghini,0,1,0,0.000307712
lambreta,0,1,0,0.000307712
lameira,2,0,0.000418455,0
lamen,2,4,0.000418455,0.001230849
lament,2,4,0.000418455,0.001230849
lamenta,41,14,0.008578321,0.004307971
lamentacao,14,5,0.002929183,0.001538561
lamentamo,1,0,0.000209227,0
lamentando,1,0,0.000209227,0
lamentar,41,14,0.008578321,0.004307971
lamentavel,3,3,0.000627682,0.000923137
lamentavelment,3,3,0.000627682,0.000923137
lamento,1,1,0.000209227,0.000307712
lami,3,5,0.000627682,0.001538561
lammen,1,0,0.000209227,0
lamorges,2,0,0.000418455,0
lamour,0,1,0,0.000307712
lamourimita,0,1,0,0.000307712
lampada,0,1,0,0.000307712
lampard,1,0,0.000209227,0
lampedusa,0,2,0,0.000615424
lanc,267,1,0.055863700938803086,0.000307712
lancada,2,0,0.000418455,0
lancado,4,1,0.000836909,0.000307712
lancadosegundo,0,1,0,0.000307712
lancamento,42,15,0.008787548,0.004615683
lancar,2,1,0.000418455,0.000307712
lancast,2,0,0.000418455,0
lancellotti,3,0,0.000627682,0
lancelotti,2,0,0.000418455,0
lancera,1,0,0.000209227,0
lancet,1,6,0.000209227,0.001846273
lancetpor,1,0,0.000209227,0
lanch,6,1,0.001255364,0.000307712
lanchar,5,3,0.001046137,0.000923137
lanchinho,1,1,0.000209227,0.000307712
lanchonet,6,1,0.001255364,0.000307712
lancou,1,0,0.000209227,0
land,18,3,0.003766092,0.000923137
landa,1,2,0.000209227,0.000615424
landim,8,2,0.001673819,0.000615424
landray,1,0,0.000209227,0
landri,3,0,0.000627682,0
landroverdamanucomeca,0,1,0,0.000307712
lane,2,1,0.000418455,0.000307712
langon,1,0,0.000209227,0
langowan,0,4,0,0.001230849
lanka,2,1,0.000418455,0.000307712
lanterna,1,1,0.000209227,0.000307712
lanzhou,0,2,0,0.000615424
lanzini,1,0,0.000209227,0
lao,3,1,0.000627682,0.000307712
laola,0,1,0,0.000307712
lapa,1,1,0.000209227,0.000307712
lapada,0,1,0,0.000307712
lapao,0,1,0,0.000307712
lapela,1,0,0.000209227,0
lapi,1,1,0.000209227,0.000307712
lapid,1,1,0.000209227,0.000307712
lapidar,0,1,0,0.000307712
lapinha,1,0,0.000209227,0
lapso,2,27,0.000418455,0.008308229
laptop,0,7,0,0.002153985
laquerido,0,1,0,0.000307712
lar,6,1,0.001255364,0.000307712
lara,2,2,0.000418455,0.000615424
laranj,27,47,0.005649138,0.014462472959791249
laranja,2,1,0.000418455,0.000307712
laranjatomarchad,0,1,0,0.000307712
laranjeira,9,1,0.001883046,0.000307712
laranjo,27,47,0.005649138,0.014462472959791249
larapiio,0,1,0,0.000307712
larapio,1,3,0.000209227,0.000923137
larcad,0,2,0,0.000615424
larga,15,6,0.00313841,0.001846273
largadao,2,0,0.000418455,0
largament,1,3,0.000209227,0.000923137
largar,15,6,0.00313841,0.001846273
largest,0,1,0,0.000307712
largo,15,1,0.00313841,0.000307712
largo2,0,1,0,0.000307712
lari,2,1,0.000418455,0.000307712
laring,0,1,0,0.000307712
laringesegundo,0,1,0,0.000307712
larissa,3,2,0.000627682,0.000615424
larit,1,0,0.000209227,0
lark,1,1,0.000209227,0.000307712
larri,0,5,0,0.001538561
larson,1,0,0.000209227,0
larva,0,7,0,0.002153985
lasanha,1,0,0.000209227,0
lascar,0,12,0,0.003692546
laser,0,1,0,0.000307712
lashkar,0,1,0,0.000307712
lasier,3,0,0.000627682,0
lassar,1,2,0.000209227,0.000615424
lasso,1,0,0.000209227,0
last,2,28,0.000418455,0.008615941
lastima,0,1,0,0.000307712
lastimar,0,1,0,0.000307712
lastrar,2,1,0.000418455,0.000307712
lastreada,1,2,0.000209227,0.000615424
lastrearam,0,1,0,0.000307712
lata,1,1,0.000209227,0.000307712
latam,1,0,0.000209227,0
latan,1,1,0.000209227,0.000307712
latekla,1,0,0.000209227,0
later,6,3,0.001255364,0.000923137
lateraldireito,1,0,0.000209227,0
latex,1,1,0.000209227,0.000307712
laticinio,2,0,0.000418455,0
latico,2,4,0.000418455,0.001230849
latim,0,2,0,0.000615424
latin,4,1,0.000836909,0.000307712
latina,4,1,0.000836909,0.000307712
latinaa,0,1,0,0.000307712
latino,4,1,0.000836909,0.000307712
latinoamerica,4,3,0.000836909,0.000923137
latinoamericana,7,5,0.001464591,0.001538561
latinoamericano,4,3,0.000836909,0.000923137
latir,13,1,0.002719955,0.000307712
lato,30,51,0.00627682,0.015693321722326674
latrocinio,1,2,0.000209227,0.000615424
latt,6,7,0.001255364,0.002153985
lauda,1,1,0.000209227,0.000307712
laudatorio,1,0,0.000209227,0
laudiovisuel,0,1,0,0.000307712
laudo,11,20,0.002301501,0.006154244
laura,1,7,0.000209227,0.002153985
laureana,0,1,0,0.000307712
laurelli,0,2,0,0.000615424
laurent,2,0,0.000418455,0
laurita,1,0,0.000209227,0
lauro,2,8,0.000418455,0.002461698
laustral,2,0,0.000418455,0
laut,1,0,0.000209227,0
lava,1,1,0.000209227,0.000307712
lavabo,1,0,0.000209227,0
lavada,1,1,0.000209227,0.000307712
lavador,0,1,0,0.000307712
lavagem,51,19,0.010670594561344412,0.005846532
lavajatismo,5,0,0.001046137,0
lavajato,17,1,0.003556865,0.000307712
lavajatoagora,0,1,0,0.000307712
lavala,0,2,0,0.000615424
lavalouc,0,2,0,0.000615424
lavanda,1,0,0.000209227,0
lavanderia,1,0,0.000209227,0
lavar,1,153,0.000209227,0.047079965
lavaria,1,0,0.000209227,0
lavato,0,2,0,0.000615424
lavesuasmao,0,1,0,0.000307712
lavign,1,0,0.000209227,0
lavinia,0,1,0,0.000307712
lavourar,0,4,0,0.001230849
lavradio,1,0,0.000209227,0
lavrador,1,0,0.000209227,0
lavrar,3,1,0.000627682,0.000307712
law,1,1,0.000209227,0.000307712
lawal,1,0,0.000209227,0
lawless,0,1,0,0.000307712
lawrenc,3,1,0.000627682,0.000307712
lax,20,6,0.004184547,0.001846273
laya,1,0,0.000209227,0
layla,0,1,0,0.000307712
layoff,1,0,0.000209227,0
lazarar,0,9,0,0.00276941
lazarenko,0,1,0,0.000307712
lazaro,2,37,0.000418455,0.011385351053452683
lazer,12,4,0.002510728,0.001230849
lazio,1,0,0.000209227,0
lbf,1,0,0.000209227,0
lbi,1,1,0.000209227,0.000307712
lbv,0,1,0,0.000307712
lcrformula1,1,0,0.000209227,0
ldb,0,2,0,0.000615424
ldo,1,4,0.000209227,0.001230849
le,9,1,0.001883046,0.000307712
leader,1,0,0.000209227,0
leagu,17,2,0.003556865,0.000615424
leal,1,2,0.000209227,0.000615424
lealdad,3,2,0.000627682,0.000615424
lean,1,1,0.000209227,0.000307712
leandr,6,4,0.001255364,0.001230849
leandra,0,1,0,0.000307712
leandro,6,4,0.001255364,0.001230849
leao,1,19,0.000209227,0.005846532
learn,5,1,0.001046137,0.000307712
lebanon,1,0,0.000209227,0
lebbo,1,0,0.000209227,0
leblon,6,6,0.001255364,0.001846273
lebr,2,1,0.000418455,0.000307712
leciona,4,29,0.000836909,0.008923654
leco,2,4,0.000418455,0.001230849
ledo,1,4,0.000209227,0.001230849
lee,1,2,0.000209227,0.000615424
leem,2,2,0.000418455,0.000615424
leeuwenhoek,2,0,0.000418455,0
left,1,2,0.000209227,0.000615424
legaci,1,26,0.000209227,0.008000517
legadoeu,0,1,0,0.000307712
legai,3,1,0.000627682,0.000307712
legaiso,0,1,0,0.000307712
legal,4,1,0.000836909,0.000307712
legalidad,11,3,0.002301501,0.000923137
legalista,1,0,0.000209227,0
legalizacao,2,7,0.000418455,0.002153985
legalizar,2,12,0.000418455,0.003692546
legalment,4,5,0.000836909,0.001538561
legalo,0,1,0,0.000307712
legar,2,1,0.000418455,0.000307712
legault,1,0,0.000209227,0
legend,50,462,0.010461367217004323,0.14216303207284164
legenda,50,462,0.010461367217004323,0.14216303207284164
legendado,0,1,0,0.000307712
legendar,50,462,0.010461367217004323,0.14216303207284164
leger,1,1,0.000209227,0.000307712
legi,7,3,0.001464591,0.000923137
legiao,1,1,0.000209227,0.000307712
legislacao,49,24,0.010252139872664238,0.007385093
legislador,1,2,0.000209227,0.000615424
legislar,4,0,0.000836909,0
legislativa,3,1,0.000627682,0.000307712
legislativacongresso,0,1,0,0.000307712
legislativo,146,27,0.030547192273652626,0.008308229
legislatura,10,1,0.002092273,0.000307712
legista,1,0,0.000209227,0
legistativo,1,0,0.000209227,0
legitimament,1,1,0.000209227,0.000307712
legitimar,2,1,0.000418455,0.000307712
legitimidad,7,3,0.001464591,0.000923137
legitimo,8,19,0.001673819,0.005846532
legivel,8,2,0.001673819,0.000615424
legum,1,1,0.000209227,0.000307712
leguminoso,1,0,0.000209227,0
lehart,1,0,0.000209227,0
lei,2,4,0.000418455,0.001230849
lei13979,2,0,0.000418455,0
leia,1,1,0.000209227,0.000307712
leiam,1,1,0.000209227,0.000307712
leias,0,1,0,0.000307712
leibniz,1,0,0.000209227,0
leicest,2,0,0.000418455,0
leidesegurancanacion,0,1,0,0.000307712
leifert,0,2,0,0.000615424
leigar,2,0,0.000418455,0
leighton,1,0,0.000209227,0
leigo,1,0,0.000209227,0
leila,14,1,0.002929183,0.000307712
leilao,14,1,0.002929183,0.000307712
leiloa,4,3,0.000836909,0.000923137
leiloar,4,3,0.000836909,0.000923137
leio,1,1,0.000209227,0.000307712
leipolici,0,1,0,0.000307712
leiria,1,0,0.000209227,0
leit,11,8,0.002301501,0.002461698
leita,4,15,0.000836909,0.004615683
leitao,4,15,0.000836909,0.004615683
leito,11,8,0.002301501,0.002461698
leitor,1,31,0.000209227,0.009539078
leitt,0,1,0,0.000307712
leitura,26,19,0.005439911,0.005846532
leixao,0,2,0,0.000615424
lejo,7,2,0.001464591,0.000615424
lelo,30,6,0.00627682,0.001846273
lema,3,1,0.000627682,0.000307712
lembra,23,1,0.004812229,0.000307712
lembralo,1,0,0.000209227,0
lembrams,1,1,0.000209227,0.000307712
lembranca,2,6,0.000418455,0.001846273
lembrancinha,0,1,0,0.000307712
lembrando,2,0,0.000418455,0
lembrar,23,11,0.004812229,0.003384834
lembrargent,0,1,0,0.000307712
lembrarm,1,0,0.000209227,0
lembrat,0,1,0,0.000307712
lembreim,0,1,0,0.000307712
lembrem,1,3,0.000209227,0.000923137
lembremono,2,1,0.000418455,0.000307712
lembrems,1,3,0.000209227,0.000923137
lembres,2,36,0.000418455,0.011077638862818828
lembret,3,5,0.000627682,0.001538561
lembro,5,1,0.001046137,0.000307712
lembrom,1,1,0.000209227,0.000307712
lembrou,5,0,0.001046137,0
leme,1,3,0.000209227,0.000923137
lementi,1,0,0.000209227,0
lemi,1,10,0.000209227,0.003077122
lemmer,1,0,0.000209227,0
lempira,0,1,0,0.000307712
len,1,9,0.000209227,0.00276941
lenco,3,1,0.000627682,0.000307712
lencol,3,1,0.000627682,0.000307712
lenda,2,1,0.000418455,0.000307712
lendario,2,1,0.000418455,0.000307712
lendea,1,0,0.000209227,0
leniencia,10,3,0.002092273,0.000923137
lenient,1,0,0.000209227,0
lenin,1,3,0.000209227,0.000923137
lenio,1,1,0.000209227,0.000307712
lenir,6,10,0.001255364,0.003077122
lenni,0,1,0,0.000307712
lennon,0,2,0,0.000615424
lenoir,3,0,0.000627682,0
lenovo,0,2,0,0.000615424
lenta,3,4,0.000627682,0.001230849
lentament,1,7,0.000209227,0.002153985
lentar,3,4,0.000627682,0.001230849
lentidao,10,8,0.002092273,0.002461698
lentilha,2,0,0.000418455,0
lento,1,3,0.000209227,0.000923137
leo,1,1,0.000209227,0.000307712
leon,1,1,0.000209227,0.000307712
leonam,1,0,0.000209227,0
leonardo,23,14,0.004812229,0.004307971
leonel,3,1,0.000627682,0.000307712
leonida,1,1,0.000209227,0.000307712
leonino,1,0,0.000209227,0
leonor,1,0,0.000209227,0
leopoldina,0,1,0,0.000307712
leopoldo,3,5,0.000627682,0.001538561
lepchenko,1,0,0.000209227,0
leporino,0,1,0,0.000307712
leproso,1,0,0.000209227,0
leptospiros,2,1,0.000418455,0.000307712
lequ,1,1,0.000209227,0.000307712
ler,9,1,0.001883046,0.000307712
lerner,14,0,0.002929183,0
leroy,2,2,0.000418455,0.000615424
lerynn,0,1,0,0.000307712
lesao,24,9,0.005021456,0.00276941
lesapatria,0,1,0,0.000307712
lesar,2,1,0.000418455,0.000307712
lesbica,0,1,0,0.000307712
lesbico,1,7,0.000209227,0.002153985
lesbo,1,0,0.000209227,0
lese,0,5,0,0.001538561
lesivo,1,0,0.000209227,0
lesli,1,0,0.000209227,0
leso,1,1,0.000209227,0.000307712
lesotho,0,1,0,0.000307712
lesoto,1,0,0.000209227,0
lessa,1,7,0.000209227,0.002153985
lest,7,1,0.001464591,0.000307712
let,1,5,0.000209227,0.001538561
letal,29,7,0.006067593,0.002153985
letalidad,29,7,0.006067593,0.002153985
letargiar,1,0,0.000209227,0
leticia,5,14,0.001046137,0.004307971
letiva,5,6,0.001046137,0.001846273
letivo,9,3,0.001883046,0.000923137
leto,1,1,0.000209227,0.000307712
letonia,1,1,0.000209227,0.000307712
letra,7,5,0.001464591,0.001538561
letreiro,0,1,0,0.000307712
letter,1,1,0.000209227,0.000307712
leu,2,1,0.000418455,0.000307712
leucemia,3,2,0.000627682,0.000615424
leukocar,2,0,0.000418455,0
leva,5,10,0.001046137,0.003077122
levada,1,0,0.000209227,0
levado,6,6,0.001255364,0.001846273
levala,2,1,0.000418455,0.000307712
levalo,1,2,0.000209227,0.000615424
levan,29,10,0.006067593,0.003077122
levando,1,2,0.000209227,0.000615424
levandoo,0,1,0,0.000307712
levandos,1,1,0.000209227,0.000307712
levandowiski,0,1,0,0.000307712
levandowski,0,2,0,0.000615424
levant,29,10,0.006067593,0.003077122
levanta,63,1,0.013181323,0.000307712
levantado,1,0,0.000209227,0
levantalo,0,5,0,0.001538561
levantamento,255,34,0.053352972806722056,0.010462214481551116
levantar,63,1,0.013181323,0.000307712
levantaroclamor,0,1,0,0.000307712
levantars,0,1,0,0.000307712
levantemono,0,2,0,0.000615424
levantous,0,1,0,0.000307712
levar,5,397,0.001046137,0.12216173968164097
levaram,3,0,0.000627682,0
levaria,1,0,0.000209227,0
levas,1,0,0.000209227,0
leve,1,1,0.000209227,0.000307712
levedura,1,0,0.000209227,0
level,1,0,0.000209227,0
levement,4,3,0.000836909,0.000923137
leverg,1,0,0.000209227,0
leveza,0,1,0,0.000307712
levi,1,1,0.000209227,0.000307712
levianament,0,1,0,0.000307712
leviandad,1,0,0.000209227,0
leviano,2,0,0.000418455,0
levin,1,1,0.000209227,0.000307712
levitico,0,1,0,0.000307712
levou,8,0,0.001673819,0
lewandoswki,2,0,0.000418455,0
lewandowski,70,16,0.014645914103806055,0.004923395
lewi,6,12,0.001255364,0.003692546
lexa,6,6,0.001255364,0.001846273
lexi,3,1,0.000627682,0.000307712
lexico,1,0,0.000209227,0
ley,5,4,0.001046137,0.001230849
leyen,22,0,0.004603002,0
lezinho,0,1,0,0.000307712
lezion,0,1,0,0.000307712
lfda,3,0,0.000627682,0
lg,3,4,0.000627682,0.001230849
lgbt,1,1,0.000209227,0.000307712
lgbti,4,1,0.000836909,0.000307712
lgbtq,1,1,0.000209227,0.000307712
lgbtqa,1,0,0.000209227,0
lgbtqia,0,1,0,0.000307712
lgpd,4,0,0.000836909,0
li,1,1,0.000209227,0.000307712
lia,2,4,0.000418455,0.001230849
liang,4,3,0.000836909,0.000923137
liaon,1,0,0.000209227,0
liar,12,1,0.002510728,0.000307712
libacao,0,1,0,0.000307712
liban,7,5,0.001464591,0.001538561
libano,20,11,0.004184547,0.003384834
libe,1,1,0.000209227,0.000307712
liber,1,1,0.000209227,0.000307712
liberacao,84,25,0.017575096924567265,0.007692805
liberada,1,3,0.000209227,0.000923137
liberado,2,0,0.000418455,0
liberalismo,3,2,0.000627682,0.000615424
liberalo,0,1,0,0.000307712
liberam,1,0,0.000209227,0
liberar,168,1,0.035150194,0.000307712
liberarnosso,0,1,0,0.000307712
liberato,0,6,0,0.001846273
liberava,1,0,0.000209227,0
liberdad,1,1,0.000209227,0.000307712
liberdade,0,1,0,0.000307712
liberdadeparajonatan,0,1,0,0.000307712
liberio,1,0,0.000209227,0
liberonisso,0,1,0,0.000307712
libert,1,1,0.000209227,0.000307712
liberta,8,1,0.001673819,0.000307712
libertacao,3,5,0.000627682,0.001538561
libertador,8,20,0.001673819,0.006154244
libertar,8,1,0.001673819,0.000307712
libertara,0,1,0,0.000307712
liberti,1,0,0.000209227,0
liberticida,1,0,0.000209227,0
liberto,1,0,0.000209227,0
libia,0,1,0,0.000307712
libio,2,3,0.000418455,0.000923137
libra,1,2,0.000209227,0.000615424
librar,1,13,0.000209227,0.004000258
librari,3,0,0.000627682,0
librevil,1,0,0.000209227,0
libya,0,1,0,0.000307712
licao,9,1,0.001883046,0.000307712
licenca,37,16,0.007741412,0.004923395
licenci,9,2,0.001883046,0.000615424
licenciado,2,0,0.000418455,0
licenciamento,14,5,0.002929183,0.001538561
licenciar,9,2,0.001883046,0.000615424
licitacao,1,22,0.000209227,0.006769668
licitacaoo,0,1,0,0.000307712
licitant,3,1,0.000627682,0.000307712
licitar,1,1,0.000209227,0.000307712
licitatorio,4,0,0.000836909,0
licito,1,2,0.000209227,0.000615424
lida,25,1,0.005230684,0.000307712
lidar,11,12,0.002301501,0.003692546
lider,2,1,0.000418455,0.000307712
lidera,2,33,0.000418455,0.010154502
liderada,2,0,0.000418455,0
liderado,1,0,0.000209227,0
lideralo,0,1,0,0.000307712
lideram,1,0,0.000209227,0
lideranca,2,15,0.000418455,0.004615683
liderar,108,33,0.022596553188729343,0.010154502
liderava,1,0,0.000209227,0
liderdpvat,0,1,0,0.000307712
liderrol,1,0,0.000209227,0
lidia,0,1,0,0.000307712
lidic,1,0,0.000209227,0
lidita,0,1,0,0.000307712
lido,37,54,0.007741412,0.016616458294228243
lieber,0,7,0,0.002153985
liebknecht,0,1,0,0.000307712
liechtenstein,2,0,0.000418455,0
liedio,2,0,0.000418455,0
liesa,0,6,0,0.001846273
life,4,8,0.000836909,0.002461698
lift,1,0,0.000209227,0
liga,4,137,0.000836909,0.042156570116838314
ligaaaii,0,1,0,0.000307712
ligaanticoronaviru,1,0,0.000209227,0
ligacao,38,28,0.007950639,0.008615941
ligado,4,0,0.000836909,0
ligaessa,0,1,0,0.000307712
ligaperugia,1,0,0.000209227,0
ligar,1,137,0.000209227,0.042156570116838314
ligaram,1,0,0.000209227,0
ligeirament,2,2,0.000418455,0.000615424
ligeireza,1,0,0.000209227,0
ligeiro,5,1,0.001046137,0.000307712
light,4,4,0.000836909,0.001230849
ligia,2,20,0.000418455,0.006154244
ligio,66,1,0.013809004726445707,0.000307712
ligou,1,0,0.000209227,0
ligth,0,1,0,0.000307712
liguria,1,0,0.000209227,0
lijian,3,0,0.000627682,0
like,2,8,0.000418455,0.002461698
lila,2,1,0.000418455,0.000307712
lili,1,1,0.000209227,0.000307712
lilia,1,1,0.000209227,0.000307712
lilian,1,1,0.000209227,0.000307712
lilli,2,0,0.000418455,0
lima,1,1,0.000209227,0.000307712
limao,3,64,0.000627682,0.019693580200566805
limar,1,1,0.000209227,0.000307712
limbo,3,0,0.000627682,0
limeira,0,1,0,0.000307712
limiar,0,2,0,0.000615424
liminar,57,3,0.011925958627384929,0.000923137
limit,118,68,0.024688826632130206,0.020924428963102232
limita,118,68,0.024688826632130206,0.020924428963102232
limitacao,32,4,0.006695275,0.001230849
limitaco,1,0,0.000209227,0
limitada,2,0,0.000418455,0
limitado,1,8,0.000209227,0.002461698
limitadoquestao,0,8,0,0.002461698
limitador,1,0,0.000209227,0
limitant,1,0,0.000209227,0
limitar,118,68,0.024688826632130206,0.020924428963102232
limoeiro,1,0,0.000209227,0
limog,0,1,0,0.000307712
limonada,4,0,0.000836909,0
limpa,18,38,0.003766092,0.011693063244086541
limpador,0,2,0,0.000615424
limpar,18,38,0.003766092,0.011693063244086541
limpeza,38,1,0.007950639,0.000307712
limpido,0,2,0,0.000615424
limpo,17,22,0.003556865,0.006769668
limusin,0,3,0,0.000923137
lin,2,6,0.000418455,0.001846273
linchamento,0,1,0,0.000307712
linchar,0,3,0,0.000923137
lind,1,1,0.000209227,0.000307712
linda,2,1,0.000418455,0.000307712
lindar,4,26,0.000836909,0.008000517
lindberg,3,2,0.000627682,0.000615424
lindbergh,3,2,0.000627682,0.000615424
lindebergh,0,1,0,0.000307712
lindel,0,3,0,0.000923137
lindenberg,0,1,0,0.000307712
lindmeier,1,0,0.000209227,0
lindo,1,1,0.000209227,0.000307712
lindomar,0,2,0,0.000615424
lindooo,0,1,0,0.000307712
lindooooo,0,1,0,0.000307712
lindora,9,0,0.001883046,0
lindoya,1,0,0.000209227,0
lindsay,1,0,0.000209227,0
lindu,3,0,0.000627682,0
line,1,1,0.000209227,0.000307712
linear,3,0,0.000627682,0
lineheight,0,2,0,0.000615424
lineo,1,0,0.000209227,0
linera,0,2,0,0.000615424
lineu,0,1,0,0.000307712
linfatico,0,1,0,0.000307712
linfocito,4,1,0.000836909,0.000307712
linfoma,4,0,0.000836909,0
linfonodo,2,0,0.000418455,0
ling,24,6,0.005021456,0.001846273
ling2,0,1,0,0.000307712
lingeri,4,3,0.000836909,0.000923137
lingria,3,0,0.000627682,0
lingua,9,1,0.001883046,0.000307712
linguagem,9,6,0.001883046,0.001846273
linguasoi,0,1,0,0.000307712
linguica,0,11,0,0.003384834
linguistico,1,0,0.000209227,0
linha,4,1,0.000836909,0.000307712
linhagem,2,3,0.000418455,0.000923137
linhagen,1,0,0.000209227,0
linhar,4,1,0.000836909,0.000307712
link,11,1,0.002301501,0.000307712
linkdia,0,1,0,0.000307712
lintz,0,1,0,0.000307712
linux,1,1,0.000209227,0.000307712
linzmey,1,2,0.000209227,0.000615424
lionel,3,2,0.000627682,0.000615424
lipidio,1,6,0.000209227,0.001846273
lippel,0,1,0,0.000307712
lippi,1,1,0.000209227,0.000307712
lippincott,0,1,0,0.000307712
liquefaz,0,1,0,0.000307712
liquidacao,2,2,0.000418455,0.000615424
liquidar,1,4,0.000209227,0.001230849
liquidez,3,0,0.000627682,0
liquidificador,0,8,0,0.002461698
liquido,25,46,0.005230684,0.014154760769157391
lira,142,5,0.029710283,0.001538561
lirida,1,0,0.000209227,0
lisboa,18,16,0.003766092,0.004923395
liso,2,4,0.000418455,0.001230849
lisonjeiro,1,0,0.000209227,0
lista,3,3,0.000627682,0.000923137
listaalcion,0,1,0,0.000307712
listado,12,13,0.002510728,0.004000258
listagem,1,3,0.000209227,0.000923137
listam,1,2,0.000209227,0.000615424
listamo,1,2,0.000209227,0.000615424
listar,5,1,0.001046137,0.000307712
listara,1,0,0.000209227,0
listava,1,0,0.000209227,0
listen,2,0,0.000418455,0
listo,8,2,0.001673819,0.000615424
listou,8,2,0.001673819,0.000615424
listrar,1,1,0.000209227,0.000307712
lisura,3,3,0.000627682,0.000923137
litar,2,1,0.000418455,0.000307712
litchi,1,0,0.000209227,0
